10.00   0.8913  3.6505   2.1255 .59033423E-01 .18285776E+00 5.434919e-01 .95974751E+00 .15844562E+01 .31491391E+01 .54561725E+01 .61389199E+01 1.0577358     0.15735   2.632   0.151
10.00   0.8912  3.6442   2.0261 .60841625E-01 .20093363E+00 6.188784e-01 .11153540E+01 .18740166E+01 .37899460E+01 .66848968E+01 .75617572E+01 1.0577593     0.15746   2.718  -0.034
10.00   0.8911  3.6391   1.9489 .61743472E-01 .21465110E+00 6.807464e-01 .12479309E+01 .21281403E+01 .43689990E+01 .78205467E+01 .88862330E+01 1.0577661     0.15756   2.789  -0.176
10.00   0.8911  3.6311   1.8077 .65987114E-01 .24839311E+00 8.253372e-01 .15556239E+01 .27187261E+01 .57255740E+01 .10493037E+02 .12011039E+02 1.0577716     0.15757   2.907  -0.449
10.00   0.8911  3.6253   1.7183 .67008797E-01 .26701491E+00 9.182236e-01 .17674760E+01 .31477079E+01 .67640336E+01 .12614133E+02 .14519978E+02 1.0577738     0.15757   2.998  -0.615
10.00   0.8910  3.6186   1.6179 .67504216E-01 .28705943E+00 1.027743e+00 .20289710E+01 .36975530E+01 .81494576E+01 .15512825E+02 .17977464E+02 1.0577766     0.15767   3.107  -0.799
10.00   0.8909  3.6136   1.5407 .68003634E-01 .30340688E+00 1.119913e+00 .22547867E+01 .41844613E+01 .94139806E+01 .18201371E+02 .21204021E+02 1.0577807     0.15776   3.193  -0.941
10.00   0.8906  3.6188   1.6198 .67633373E-01 .28705426E+00 1.026479e+00 .20249131E+01 .36875441E+01 .81209716E+01 .15449043E+02 .17899862E+02 1.0577914     0.15806   3.104  -0.795
10.00   0.8902  3.6210   1.6543 .67231285E-01 .27934231E+00 9.857075e-01 .19281804E+01 .34844363E+01 .76083021E+01 .14375976E+02 .16619197E+02 1.0578083     0.15845   3.067  -0.731
10.00   0.8884  3.6159   1.5726 .68168588E-01 .29751483E+00 1.082815e+00 .21603045E+01 .39752787E+01 .88576277E+01 .17002856E+02 .19759631E+02 1.0578854     0.16021   3.153  -0.882
10.00   0.8873  3.6086   1.4590 .68746350E-01 .32167029E+00 1.224554e+00 .25449885E+01 .48143681E+01 .10948036E+02 .21505005E+02 .25189074E+02 1.0579228     0.16128   3.283  -1.091
10.00   0.8863  3.6021   1.3635 .67904530E-01 .33779867E+00 1.339370e+00 .28390998E+01 .54822689E+01 .13046419E+02 .26169039E+02 .30878487E+02 1.0579460     0.16224   3.407  -1.264
10.00   0.8852  3.5953   1.2627 .71973511E-01 .35529449E+00 1.461120e+00 .31652806E+01 .63404011E+01 .15692293E+02 .32187902E+02 .38288710E+02 1.0579661     0.16330   3.546  -1.446
10.00   0.8839  3.5893   1.1657 .76515317E-01 .38440996E+00 1.592083e+00 .35195227E+01 .73013378E+01 .18790385E+02 .39326122E+02 .47131100E+02 1.0579827     0.16454   3.678  -1.627
