m0547V   4843.0   2.54  -0.35    10.0  0.110  0.110   1
m0539V   4887.0   2.47  -0.71   185.3  0.320  0.320   1
m0014V   4860.0   2.40  -0.20   209.5  0.030  0.030   0
m0017V   4892.0   1.37  -2.36   161.1  0.470  0.470   1
m0023V   4942.0   2.46  -0.62   434.4  0.090  0.090   1
m0035V   4778.0   2.45  -0.52   259.1  0.000  0.000   1
m0037V   4823.0   2.44  -0.43   261.1  0.040  0.040   1
m0039V   4919.0   2.06  -0.66   241.3  0.120  0.120   1
m0040V   4841.0   2.57  -0.31   231.8  0.100  0.100   1
m0042V   4679.0   1.19  -2.44   167.7  0.400  0.400   1
m0070V   4894.0   2.52  -0.14   226.8  0.100  0.100   1
m0075V   5003.0   2.49  -0.58   163.3  0.450  0.450   1
m0118V   4913.0   2.19  -1.65   272.4  0.480  0.480   1
m0120V   5098.0   4.55  -0.08   222.2  0.160  0.160   1
m0124V   5045.0   3.78   0.09   185.7 -0.110 -0.110   1
m0132V   4989.0   3.16  -0.74   224.6  0.370  0.370   1
m0146V   4937.0   4.55   0.14    10.0  0.210  0.210   1
m0149V   4952.0   2.71   0.10    10.0  0.080  0.080   1
m0152V   4916.0   2.69   0.14   226.8  0.110  0.110   1
m0159V   5200.0   4.50  -0.38   178.2  0.420  0.420   1
m0179V   4906.0   2.57  -0.20   279.7 -0.020 -0.020   1
m0195V   4916.0   2.67  -0.18   310.9  0.020  0.020   1
m0208V   5084.0   4.54   0.11   204.4  0.260  0.260   1
m0216V   4887.0   2.20  -1.51   172.6  0.360  0.360   1
m0243V   5095.0   3.40  -0.51   186.8  0.430  0.430   1
m0246V   4833.0   2.30  -1.51    10.0  0.630  0.630   1
